id,enrollee_id,gender,relevent_experience,education_level,major_discipline,experience,Training_Hours,Years_of_Experience,Relevant_Experience_Score
14582,12396,Male,Has relevent experience,Graduate,STEM,0.5,61-80,<1,23.0
13622,27872,Female,Has relevent experience,Graduate,STEM,0.5,61-80,<1,23.0
11688,11623,Female,Has relevent experience,Graduate,STEM,0.5,61-80,<1,23.0
4687,8143,Female,No relevent experience,Graduate,STEM,0.5,61-80,<1,62.0
14028,18921,Male,Has relevent experience,Graduate,STEM,0.5,41-60,<1,18.0
6492,14416,Male,Has relevent experience,Graduate,STEM,0.5,41-60,<1,18.0
6047,29534,Male,No relevent experience,Graduate,STEM,0.5,41-60,<1,42.0
10382,17187,Male,No relevent experience,Graduate,STEM,0.5,41-60,<1,42.0
12469,29597,Male,Has relevent experience,Graduate,STEM,0.5,41-60,<1,18.0
15644,26625,Female,Has relevent experience,Masters,STEM,0.5,41-60,<1,18.0
18044,16382,Male,No relevent experience,Masters,STEM,0.5,41-60,<1,42.0
2605,30487,Male,Has relevent experience,Graduate,STEM,0.5,41-60,<1,18.0
7885,14550,Male,No relevent experience,Graduate,STEM,0.5,41-60,<1,42.0
2369,10672,Female,No relevent experience,Graduate,STEM,0.5,41-60,<1,42.0
1844,32512,Male,No relevent experience,Graduate,STEM,0.5,41-60,<1,42.0
13120,4147,Male,Has relevent experience,Phd,STEM,0.5,41-60,<1,18.0
13820,31774,Male,Has relevent experience,Graduate,STEM,0.5,41-60,<1,18.0
9254,15386,Male,No relevent experience,Graduate,STEM,0.5,41-60,<1,42.0
13440,30084,Other,No relevent experience,Graduate,STEM,0.5,41-60,<1,42.0
17115,1822,Female,Has relevent experience,Masters,STEM,0.5,20-40,<1,13.0
6114,23378,Female,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
6313,19614,Male,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
13888,26671,Male,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
15666,30335,Male,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
15781,1933,Male,No relevent experience,Graduate,STEM,0.5,20-40,<1,22.0
11096,22546,Male,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
4247,24374,Male,Has relevent experience,Masters,STEM,0.5,20-40,<1,13.0
5089,33168,Female,Has relevent experience,Masters,STEM,0.5,20-40,<1,13.0
13140,18443,Male,No relevent experience,Graduate,STEM,0.5,20-40,<1,22.0
7887,10644,Male,Has relevent experience,Masters,STEM,0.5,20-40,<1,13.0
11413,19697,Male,No relevent experience,Graduate,STEM,0.5,20-40,<1,22.0
15373,18489,Male,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
6456,17296,Male,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
14964,4432,Male,No relevent experience,Masters,STEM,0.5,20-40,<1,22.0
5696,8482,Male,No relevent experience,Graduate,STEM,0.5,20-40,<1,22.0
9687,17739,Male,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
16312,2293,Male,Has relevent experience,Graduate,STEM,0.5,20-40,<1,13.0
16249,21587,Male,No relevent experience,Graduate,STEM,0.5,<20,<1,2.0
18114,26223,Female,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
9386,20518,Male,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
9991,30780,Male,No relevent experience,Graduate,STEM,0.5,<20,<1,2.0
6157,9750,Male,No relevent experience,Graduate,STEM,0.5,<20,<1,2.0
6970,24089,Female,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
18478,4929,Male,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
11091,21322,Male,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
17785,25357,Male,Has relevent experience,Masters,STEM,0.5,<20,<1,8.0
462,24226,Female,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
8010,27256,Male,No relevent experience,Graduate,STEM,0.5,<20,<1,2.0
16418,24428,Male,No relevent experience,Graduate,STEM,0.5,<20,<1,2.0
475,17783,Male,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
17148,29426,Male,No relevent experience,Masters,STEM,0.5,<20,<1,2.0
5488,24745,Female,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
11912,30880,Male,No relevent experience,Graduate,STEM,0.5,<20,<1,2.0
18704,21311,Female,No relevent experience,Masters,STEM,0.5,<20,<1,2.0
3431,14527,Male,Has relevent experience,Graduate,STEM,0.5,<20,<1,8.0
2261,16375,Male,Has relevent experience,Masters,STEM,0.5,<20,<1,8.0
1826,13713,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
6966,17262,Male,Has relevent experience,Masters,STEM,1.0,>80,1-5,36.0
5438,14461,Male,No relevent experience,Graduate,STEM,1.0,>80,1-5,84.0
2479,17219,Male,No relevent experience,Graduate,STEM,1.0,>80,1-5,84.0
3510,16778,Male,No relevent experience,Masters,STEM,1.0,>80,1-5,84.0
6936,9065,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
9252,30762,Male,Has relevent experience,Masters,STEM,1.0,>80,1-5,36.0
1474,10501,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
5127,18954,Male,No relevent experience,Graduate,STEM,1.0,>80,1-5,84.0
7883,15146,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
8121,6229,Male,No relevent experience,Graduate,STEM,1.0,>80,1-5,84.0
4106,21458,Male,Has relevent experience,Masters,STEM,1.0,>80,1-5,36.0
10248,24186,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
15610,19862,Female,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
17779,18245,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
6650,7219,Male,No relevent experience,Graduate,STEM,1.0,>80,1-5,84.0
10576,28264,Male,Has relevent experience,Masters,STEM,1.0,>80,1-5,36.0
16754,13398,Male,Has relevent experience,Masters,STEM,1.0,>80,1-5,36.0
4027,18739,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
7248,15675,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
9439,22670,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
12884,15462,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
13735,24860,Male,Has relevent experience,Graduate,STEM,1.0,>80,1-5,36.0
9416,14385,Male,No relevent experience,Graduate,STEM,1.0,>80,1-5,84.0
9201,22384,Male,Has relevent experience,Graduate,STEM,1.0,61-80,1-5,31.0
5855,9063,Male,Has relevent experience,Graduate,STEM,1.0,61-80,1-5,31.0
4677,12938,Male,Has relevent experience,Graduate,STEM,1.0,61-80,1-5,31.0
4465,23069,Male,Has relevent experience,Graduate,STEM,1.0,61-80,1-5,31.0
9391,30753,Male,Has relevent experience,Graduate,STEM,1.0,61-80,1-5,31.0
10137,30087,Male,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
18597,2243,Male,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
4926,2843,Male,No relevent experience,Graduate,STEM,1.0,41-60,1-5,44.0
4496,22356,Male,Has relevent experience,Masters,STEM,1.0,41-60,1-5,26.0
18105,20589,Male,No relevent experience,Masters,STEM,1.0,41-60,1-5,44.0
8243,23061,Male,No relevent experience,Graduate,STEM,1.0,41-60,1-5,44.0
19147,21319,Male,No relevent experience,Graduate,STEM,1.0,41-60,1-5,44.0
6993,12397,Male,No relevent experience,Masters,STEM,1.0,41-60,1-5,44.0
11849,6924,Male,No relevent experience,Graduate,STEM,1.0,41-60,1-5,44.0
7604,4649,Male,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
13344,14411,Male,Has relevent experience,Masters,STEM,1.0,41-60,1-5,26.0
4263,30105,Male,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
8550,20581,Male,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
1159,11673,Male,Has relevent experience,Masters,STEM,1.0,41-60,1-5,26.0
5971,9663,Female,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
3140,9062,Male,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
3149,30851,Male,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
10149,19036,Female,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
5654,30480,Other,No relevent experience,Graduate,STEM,1.0,41-60,1-5,44.0
9014,15739,Male,No relevent experience,Masters,STEM,1.0,41-60,1-5,44.0
17490,24236,Male,No relevent experience,Graduate,STEM,1.0,41-60,1-5,44.0
9675,28880,Male,Has relevent experience,Graduate,STEM,1.0,41-60,1-5,26.0
3533,24059,Female,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
14638,21259,Male,No relevent experience,Graduate,STEM,1.0,20-40,1-5,24.0
397,9217,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
5108,18353,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
5687,1720,Male,No relevent experience,Graduate,STEM,1.0,20-40,1-5,24.0
11983,13587,Male,No relevent experience,Graduate,STEM,1.0,20-40,1-5,24.0
12689,30291,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
7183,24814,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
9240,27325,Male,No relevent experience,Graduate,STEM,1.0,20-40,1-5,24.0
18867,1258,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
11811,29531,Female,No relevent experience,Graduate,STEM,1.0,20-40,1-5,24.0
6370,14537,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
19054,16471,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
4469,10264,Female,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
18367,26164,Male,Has relevent experience,Masters,STEM,1.0,20-40,1-5,21.0
13300,31161,Male,Has relevent experience,Masters,STEM,1.0,20-40,1-5,21.0
18084,23330,Female,No relevent experience,Graduate,STEM,1.0,20-40,1-5,24.0
18813,12414,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
8463,28022,Male,Has relevent experience,Masters,STEM,1.0,20-40,1-5,21.0
10754,30490,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
10016,18506,Male,Has relevent experience,Masters,STEM,1.0,20-40,1-5,21.0
16603,14266,Male,Has relevent experience,Masters,STEM,1.0,20-40,1-5,21.0
2955,26835,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
4342,33223,Male,Has relevent experience,Masters,STEM,1.0,20-40,1-5,21.0
6556,26428,Male,Has relevent experience,Graduate,STEM,1.0,20-40,1-5,21.0
8046,27349,Female,No relevent experience,Masters,STEM,1.0,<20,1-5,4.0
9665,9901,Male,Has relevent experience,Graduate,STEM,1.0,<20,1-5,16.0
4863,30420,Male,No relevent experience,Graduate,STEM,1.0,<20,1-5,4.0
13816,3943,Male,No relevent experience,Graduate,STEM,1.0,<20,1-5,4.0
1455,2075,Male,No relevent experience,Graduate,STEM,1.0,<20,1-5,4.0
13938,26039,Male,No relevent experience,Graduate,STEM,1.0,<20,1-5,4.0
16675,5777,Male,Has relevent experience,Graduate,STEM,1.0,<20,1-5,16.0
12604,2760,Male,Has relevent experience,Graduate,STEM,1.0,<20,1-5,16.0
13840,12670,Male,No relevent experience,Graduate,STEM,1.0,<20,1-5,4.0
17108,25350,Male,Has relevent experience,Graduate,STEM,1.0,<20,1-5,16.0
10292,31088,Male,No relevent experience,Graduate,STEM,1.0,<20,1-5,4.0
17181,24284,Male,Has relevent experience,Graduate,STEM,1.0,<20,1-5,16.0
17840,1192,Male,No relevent experience,Graduate,STEM,1.0,<20,1-5,4.0
6322,32554,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
9169,28720,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
2619,20368,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
17297,31009,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
17992,24135,Male,Has relevent experience,Masters,STEM,2.0,>80,1-5,36.0
5950,25631,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
1816,26170,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
14792,14752,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
13969,29016,Male,No relevent experience,Masters,STEM,2.0,>80,1-5,84.0
318,22194,Female,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
12751,18294,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
7208,28698,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
14600,3485,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
18449,15594,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
3649,214,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
5529,30471,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
18873,32382,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
9726,30160,Female,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
4777,26390,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
11981,6196,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
6634,13614,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
8384,21116,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
4417,10035,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
8066,30210,Male,Has relevent experience,Masters,STEM,2.0,>80,1-5,36.0
17357,32271,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
11606,29250,Male,No relevent experience,Masters,STEM,2.0,>80,1-5,84.0
569,19818,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
6796,32173,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
15439,13800,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
8220,26079,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
7869,31522,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
6105,33018,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
8900,1833,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
5044,26286,Female,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
7021,13966,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
1011,8007,Female,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
14425,8878,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
6971,14254,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
309,25174,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
15772,6987,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
4021,10537,Female,Has relevent experience,Masters,STEM,2.0,>80,1-5,36.0
5969,10314,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
6704,11142,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
6754,15827,Male,Has relevent experience,Masters,STEM,2.0,>80,1-5,36.0
14806,19422,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
18454,32416,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
113,8571,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
4199,447,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
7616,19174,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
18785,8629,Female,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
10294,19440,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
5433,25961,Male,No relevent experience,Masters,STEM,2.0,>80,1-5,84.0
10526,26529,Male,No relevent experience,Graduate,STEM,2.0,>80,1-5,84.0
818,23741,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
3887,9223,Female,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
9575,14927,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
1824,9801,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
3715,31939,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
8957,9373,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
6368,8195,Female,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
16432,10741,Female,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
7866,20549,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
9378,5445,Female,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
12501,2888,Male,Has relevent experience,Graduate,STEM,2.0,>80,1-5,36.0
16945,6102,Female,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
11653,1791,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
7069,17566,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
6142,33286,Male,No relevent experience,Masters,STEM,2.0,61-80,1-5,64.0
12676,12921,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
7745,8228,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
4323,21509,Female,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
11995,20194,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
18467,9532,Female,Has relevent experience,Masters,STEM,2.0,61-80,1-5,31.0
1268,14848,Male,No relevent experience,Graduate,STEM,2.0,61-80,1-5,64.0
9271,26618,Male,Has relevent experience,Masters,STEM,2.0,61-80,1-5,31.0
13285,12845,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
7264,14569,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
10745,17172,Male,Has relevent experience,Masters,STEM,2.0,61-80,1-5,31.0
17913,32387,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
7695,32298,Male,No relevent experience,Graduate,STEM,2.0,61-80,1-5,64.0
856,4568,Male,No relevent experience,Graduate,STEM,2.0,61-80,1-5,64.0
16971,33155,Male,Has relevent experience,Graduate,STEM,2.0,61-80,1-5,31.0
9265,19874,Male,No relevent experience,Graduate,STEM,2.0,61-80,1-5,64.0
5910,3308,Female,Has relevent experience,Masters,STEM,2.0,61-80,1-5,31.0
17011,16326,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
3618,31770,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
4055,16304,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
5334,20686,Female,Has relevent experience,Masters,STEM,2.0,41-60,1-5,26.0
9194,2680,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
15112,32995,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
1546,3746,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
3102,5023,Male,Has relevent experience,Masters,STEM,2.0,41-60,1-5,26.0
5402,27328,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
16993,5916,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
2034,26540,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
3897,15415,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
12357,11001,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
56,25296,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
10317,14256,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
3171,6011,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
12858,10815,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
1147,12402,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
1938,16292,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
4059,21013,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
11381,1867,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
13527,17234,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
16288,2240,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
16600,14719,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
17366,2180,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
10131,9759,Female,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
3860,23165,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
9303,32127,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
13817,22400,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
14711,26623,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
2815,12771,Male,Has relevent experience,Masters,STEM,2.0,41-60,1-5,26.0
6828,21590,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
11652,16478,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
11685,7803,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
18402,9540,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
227,6141,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
8336,15985,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
14526,14665,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
18651,32176,Other,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
8489,25591,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
14614,24944,Female,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
15661,4848,Female,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
1586,21215,Female,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
6270,32206,Male,Has relevent experience,Masters,STEM,2.0,41-60,1-5,26.0
11570,9009,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
16362,11477,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
10201,24657,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
12986,10693,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
3646,668,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
14418,16482,Male,Has relevent experience,Masters,STEM,2.0,41-60,1-5,26.0
5494,25009,Male,No relevent experience,Graduate,STEM,2.0,41-60,1-5,44.0
8497,10388,Female,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
8724,20638,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
9377,1288,Male,Has relevent experience,Graduate,STEM,2.0,41-60,1-5,26.0
201,33339,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
4150,11782,Male,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
17587,14307,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
4848,13816,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
5746,8692,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
18970,5694,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
14967,9130,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
15379,28565,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
14725,20544,Male,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
9704,31766,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
9937,24964,Male,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
15327,31753,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
16668,12910,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
2187,14834,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
7096,13668,Female,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
17403,21630,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
9966,15344,Male,No relevent experience,Masters,STEM,2.0,20-40,1-5,24.0
8123,25813,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
9741,29029,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
17119,12489,Other,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
8641,5667,Male,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
72,12731,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
3724,23485,Female,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
6709,14513,Male,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
7226,23578,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
8347,26813,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
8436,20110,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
14406,5691,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
1953,15612,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
15854,22391,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
19052,31734,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
8703,24890,Female,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
18335,25719,Male,Has relevent experience,Phd,STEM,2.0,20-40,1-5,21.0
3806,2249,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
17793,24209,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
9141,30440,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
9172,19388,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
11440,9470,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
6610,69,Male,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
6751,6554,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
1719,4392,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
2521,3464,Male,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
11164,24606,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
15753,27009,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
17834,8084,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
4778,19707,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
7188,7898,Male,Has relevent experience,Graduate,STEM,2.0,20-40,1-5,21.0
8739,33349,Male,No relevent experience,Graduate,STEM,2.0,20-40,1-5,24.0
9534,16617,Male,Has relevent experience,Masters,STEM,2.0,20-40,1-5,21.0
15743,15014,Male,Has relevent experience,Graduate,STEM,2.0,<20,1-5,16.0
17445,16439,Male,No relevent experience,Graduate,STEM,2.0,<20,1-5,4.0
4922,14141,Male,Has relevent experience,Graduate,STEM,2.0,<20,1-5,16.0
2107,22585,Male,No relevent experience,Graduate,STEM,2.0,<20,1-5,4.0
2313,10679,Male,Has relevent experience,Graduate,STEM,2.0,<20,1-5,16.0
12178,21992,Male,Has relevent experience,Graduate,STEM,2.0,<20,1-5,16.0
18737,13568,Male,Has relevent experience,Graduate,STEM,2.0,<20,1-5,16.0
2635,24631,Male,Has relevent experience,Graduate,STEM,2.0,<20,1-5,16.0
