,enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
5442,23005,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,2,50,0.0
5463,6542,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,NGO,1,13,0.0
5466,5308,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,1,25,0.0
5472,20651,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,NGO,1,6,1.0
5475,33307,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,4,45,0.0
5484,12805,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Pvt Ltd,2,25,0.0
5485,28604,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,>4,39,0.0
5486,8303,0.8270000000000001,Female,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,130,0.0
5491,3157,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Pvt Ltd,1,198,0.0
5493,2452,0.897,Female,No relevent experience,no_enrollment,Masters,STEM,6,500-999,Public Sector,4,72,0.0
5506,18599,0.926,Male,No relevent experience,Full time course,Masters,STEM,4,10/49,Public Sector,4,40,1.0
5511,15033,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Public Sector,2,41,0.0
5520,11389,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,>4,118,0.0
5525,24532,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,>4,97,0.0
5539,31290,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Early Stage Startup,1,18,0.0
5541,1799,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,>4,92,0.0
5545,10786,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,5000-9999,Other,>4,52,0.0
5550,18636,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Public Sector,>4,107,0.0
5562,8449,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,2,8,0.0
5565,18845,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Funded Startup,3,40,0.0
5590,20896,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,84,0.0
5598,2202,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,29,1.0
5602,14188,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,110,0.0
5610,2121,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,42,0.0
5611,17261,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,1,14,0.0
5614,26696,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,>4,23,0.0
5616,2502,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,1,154,0.0
5624,26851,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,2,36,0.0
5625,18467,0.7759999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,25,0.0
5631,29679,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Pvt Ltd,1,76,0.0
5639,929,0.836,Female,No relevent experience,no_enrollment,Masters,STEM,6,500-999,Funded Startup,1,22,0.0
5662,6828,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,60,1.0
5666,11303,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,>4,54,0.0
5680,4396,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,256,0.0
5691,19148,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,41,0.0
5709,9829,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,never,154,0.0
5731,2961,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Public Sector,2,102,0.0
5735,6417,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,4,192,1.0
5739,31641,0.92,Female,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Public Sector,>4,4,0.0
5742,4149,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,3,34,0.0
5743,13519,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,NGO,1,30,0.0
5747,12863,0.926,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,108,1.0
5748,1012,0.926,Male,Has relevent experience,Part time course,Masters,STEM,16,50-99,NGO,3,58,0.0
5752,23256,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,64,0.0
5753,1917,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,182,0.0
5754,2561,0.924,Female,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Funded Startup,3,75,0.0
5758,23722,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,4,210,0.0
5763,9428,0.893,Male,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,47,0.0
5766,9777,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,2,74,0.0
5767,24229,0.926,Male,Has relevent experience,Full time course,Masters,STEM,11,1000-4999,Public Sector,1,13,0.0
5772,7337,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,51,0.0
5780,26920,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,4,<10,Pvt Ltd,2,21,0.0
5781,11877,0.754,Male,No relevent experience,Part time course,Masters,STEM,10,10000+,Public Sector,2,41,0.0
5782,25670,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,3,20,0.0
5801,24117,0.701,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,3,11,0.0
5811,15710,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,1,15,0.0
5821,11771,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,3,87,1.0
5822,5552,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,2,500-999,Public Sector,2,13,0.0
5826,4034,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,11,0.0
5835,19588,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,107,1.0
5836,9042,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,2,29,1.0
5839,12035,0.7659999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,64,0.0
5846,15421,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,>4,36,1.0
5851,3788,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Other,>4,46,0.0
5868,9959,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,46,0.0
5870,14872,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,10,0.0
5885,12506,0.897,Male,No relevent experience,no_enrollment,Masters,Business Degree,18,50-99,NGO,1,31,0.0
5892,1819,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,NGO,>4,26,1.0
5893,13943,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,7,100-500,NGO,1,14,0.0
5894,2865,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,1,144,0.0
5895,11805,0.924,Male,No relevent experience,no_enrollment,Masters,Arts,5,50-99,Pvt Ltd,2,116,0.0
5910,3308,0.924,Female,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,60,0.0
5912,18680,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,>4,66,0.0
5914,28828,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,3,56,0.0
5936,16739,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Early Stage Startup,4,19,1.0
5945,17404,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,124,0.0
5958,2977,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,214,0.0
5964,10846,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,76,0.0
5989,12977,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,3,1000-4999,Public Sector,1,148,0.0
5998,4421,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,NGO,1,28,0.0
5999,16792,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,41,0.0
6002,23278,0.698,Male,Has relevent experience,Full time course,Masters,STEM,14,<10,Pvt Ltd,4,28,0.0
6004,25467,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,4,56,0.0
6018,32148,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,Pvt Ltd,>4,51,0.0
6022,6164,0.897,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,10000+,Pvt Ltd,3,112,0.0
6025,20952,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,30,0.0
6044,8857,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Early Stage Startup,1,110,0.0
6048,3740,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,15,1.0
6055,20584,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,53,0.0
6065,2839,0.926,Male,Has relevent experience,Full time course,Masters,STEM,16,5000-9999,Public Sector,2,8,0.0
6066,2948,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,52,0.0
6075,3199,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,10,1000-4999,NGO,3,16,0.0
6083,29972,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,69,0.0
6094,26306,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,3,9,1.0
6103,24592,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,2,167,0.0
6106,14990,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,56,0.0
6118,18157,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,15,0.0
6135,16384,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,2,14,0.0
6142,33286,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,500-999,Public Sector,1,75,1.0
6148,32583,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,23,0.0
6150,2143,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,77,1.0
6163,31638,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,44,0.0
6166,1820,0.5579999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,>4,142,0.0
6176,24052,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,100-500,Pvt Ltd,3,30,0.0
6188,32901,0.698,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,6,0.0
6191,28771,0.924,Male,Has relevent experience,no_enrollment,Masters,Business Degree,1,100-500,Pvt Ltd,1,144,1.0
6195,27224,0.878,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,9,0.0
6210,4340,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,68,0.0
6220,17830,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Pvt Ltd,1,42,0.0
6228,27260,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,95,1.0
6232,1044,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,0.0
6238,11407,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,2,42,1.0
6252,10061,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,29,0.0
6254,14854,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,1,50,0.0
6259,14234,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,NGO,1,14,0.0
6261,32174,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,70,0.0
6262,32213,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,1,90,0.0
6270,32206,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,2,43,0.0
6273,19623,0.924,Male,Has relevent experience,no_enrollment,Masters,Other,13,50-99,Pvt Ltd,1,196,0.0
6277,22919,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,4,10,0.0
6286,8436,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Funded Startup,1,68,0.0
6296,10875,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,88,0.0
6321,31459,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,4,100-500,Pvt Ltd,2,74,0.0
6339,2030,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,1,26,0.0
6340,17691,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,13,0.0
6343,11284,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,19,0.0
6347,21857,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,53,0.0
6353,11965,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,NGO,1,31,0.0
6359,4303,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,43,0.0
6364,20534,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,4,26,0.0
6369,3537,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,98,0.0
6393,17640,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,2,46,0.0
6403,1877,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,45,0.0
6415,21180,0.915,Male,No relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,never,28,0.0
6444,6472,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,109,1.0
6447,32903,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,>4,15,0.0
6454,21551,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,41,0.0
6467,4400,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,2,43,0.0
6477,17907,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,90,0.0
6484,3108,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,43,0.0
6485,27020,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,>4,43,0.0
6502,2369,0.939,Male,No relevent experience,Full time course,Masters,STEM,10,50-99,Public Sector,2,61,0.0
6508,11318,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,8,0.0
6540,31829,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,1,77,0.0
6569,13634,0.691,Male,No relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,86,0.0
6607,24266,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,NGO,1,36,0.0
6610,69,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,23,1.0
6612,13560,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,80,0.0
6615,31091,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,101,0.0
6619,2779,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,53,0.0
6632,13638,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,3,60,0.0
6653,4512,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Pvt Ltd,>4,19,0.0
6659,8716,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,77,0.0
6664,5716,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Funded Startup,1,167,0.0
6684,13857,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Early Stage Startup,2,9,0.0
6685,2766,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,107,0.0
6694,7833,0.698,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,50-99,Pvt Ltd,1,50,0.0
6709,14513,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Public Sector,1,29,0.0
6717,18144,0.923,Male,No relevent experience,no_enrollment,Masters,No Major,15,1000-4999,Pvt Ltd,>4,44,0.0
6721,2405,0.743,Male,Has relevent experience,no_enrollment,Masters,Other,6,1000-4999,Pvt Ltd,1,4,0.0
6723,27882,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Funded Startup,1,14,0.0
6724,25839,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,10,50-99,Pvt Ltd,1,47,0.0
6727,9129,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Funded Startup,1,82,0.0
6738,5695,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,152,0.0
6739,20346,0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,1,<10,Early Stage Startup,1,78,0.0
6744,20095,0.698,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,48,1.0
6754,15827,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Pvt Ltd,never,102,0.0
6777,1194,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,4,39,0.0
6789,2173,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,20,500-999,Pvt Ltd,1,60,0.0
6799,64,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,188,0.0
6805,4000,0.926,Male,Has relevent experience,no_enrollment,Masters,Other,17,10/49,Pvt Ltd,1,26,0.0
6813,24113,0.743,Male,Has relevent experience,Full time course,Masters,STEM,>20,100-500,Pvt Ltd,>4,16,0.0
6821,26212,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,124,0.0
6834,12281,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,3,135,0.0
6838,18121,0.898,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,10,0.0
6843,616,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,4,16,0.0
6850,10836,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,100-500,Public Sector,1,28,0.0
6856,5195,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,74,0.0
6873,7927,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,never,38,0.0
6895,18508,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,7,1.0
6906,7798,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,43,0.0
6907,27601,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,2,112,0.0
6909,15846,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,29,0.0
6912,16932,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,67,0.0
6924,31125,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,3,10000+,Pvt Ltd,1,22,0.0
6930,265,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Pvt Ltd,4,36,0.0
6943,16960,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,97,0.0
6945,1067,0.92,Male,Has relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,2,28,0.0
6947,33373,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Public Sector,2,34,1.0
6965,16940,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Public Sector,4,12,0.0
6966,17262,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,1,50-99,Pvt Ltd,never,300,0.0
6979,3769,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,1,5,0.0
6984,31216,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,1,22,1.0
6988,1318,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,500-999,NGO,2,25,0.0
6993,12397,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,1,50-99,Pvt Ltd,1,51,0.0
7008,10863,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,never,12,0.0
7009,1221,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,32,0.0
7013,20726,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,232,0.0
7018,15955,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,2,74,0.0
7030,1625,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,32,1.0
7045,27613,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,4,156,0.0
7049,2966,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,50,0.0
7072,2017,0.903,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,1000-4999,Pvt Ltd,>4,6,0.0
7076,30924,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,4,0.0
7081,5771,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,89,0.0
7086,198,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,66,0.0
7088,27655,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,116,1.0
7092,30081,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,48,1.0
7096,13668,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Funded Startup,1,33,0.0
7097,11812,0.899,Male,Has relevent experience,no_enrollment,Masters,Humanities,19,10/49,Pvt Ltd,2,150,0.0
7101,10627,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,102,0.0
7103,12511,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,1,46,0.0
7113,20642,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,never,17,0.0
7116,1972,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,162,0.0
7132,8690,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,64,0.0
7139,16364,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,>4,36,1.0
7160,27566,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,14,0.0
7174,22467,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,111,1.0
7179,15445,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,41,0.0
7189,6756,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,156,0.0
7202,31901,0.915,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,104,0.0
7210,26484,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,57,0.0
7217,17288,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Funded Startup,2,34,1.0
7225,8313,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,3,40,0.0
7232,15020,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,>4,70,0.0
7238,25960,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,74,0.0
7241,11239,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,35,0.0
7259,26990,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,1,134,0.0
7274,7858,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,100-500,Pvt Ltd,3,61,0.0
7276,5098,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,21,0.0
7282,18355,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,>4,102,1.0
7287,21378,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,Pvt Ltd,3,42,0.0
7299,1230,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,105,0.0
7317,6910,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,1000-4999,Pvt Ltd,1,15,1.0
7329,29992,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,35,0.0
7332,20434,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,145,0.0
